name,brand,manufacturing_date,expiry_date,price,stock,image_url,section_id
Lettuce - Sea / Sea Asparagus,Rooxo,02/10/2022,21/01/2024,59.79,179,http://dummyimage.com/x.png/5fa2dd/ffffff,19
Lid - 3oz Med Rec,Livefish,19/02/2023,06/12/2023,295.56,38,http://dummyimage.com/x.png/dddddd/000000,11
Milk - 2% 250 Ml,Browsecat,19/02/2023,25/03/2024,274.26,104,http://dummyimage.com/x.png/cc0000/ffffff,18
"Syrup - Golden, Lyles",Thoughtworks,26/09/2022,17/01/2025,189.49,150,http://dummyimage.com/x.png/ff4444/ffffff,2
Bread - French Stick,Thoughtbridge,14/04/2023,25/03/2024,91.83,119,http://dummyimage.com/x.png/cc0000/ffffff,10
Compound - Orange,Roomm,01/05/2023,11/11/2023,141.4,41,http://dummyimage.com/x.png/cc0000/ffffff,11
Coffee - Dark Roast,Wikido,04/05/2023,07/09/2024,14.09,16,http://dummyimage.com/x.png/dddddd/000000,6
Silicone Parch. 16.3x24.3,Wordify,19/10/2022,14/01/2025,56.47,5,http://dummyimage.com/x.png/cc0000/ffffff,10
Cheese - Fontina,Skyvu,01/06/2023,17/01/2024,206.7,11,http://dummyimage.com/x.png/5fa2dd/ffffff,7
Wine - Alsace Riesling Reserve,Flashdog,25/12/2022,09/12/2024,122.07,145,http://dummyimage.com/x.png/dddddd/000000,8
Wine - Chenin Blanc K.w.v.,Flipopia,18/07/2023,20/09/2024,274.75,88,http://dummyimage.com/x.png/ff4444/ffffff,10
Carbonated Water - Strawberry,Brightdog,10/09/2022,09/10/2024,290.82,73,http://dummyimage.com/x.png/dddddd/000000,19
Scallops - Live In Shell,Photofeed,24/06/2023,16/11/2024,297.31,16,http://dummyimage.com/x.png/cc0000/ffffff,17
Tuna - Loin,Edgetag,01/02/2023,01/09/2024,175.08,107,http://dummyimage.com/x.png/ff4444/ffffff,19
Horseradish - Prepared,Browsedrive,15/04/2023,19/08/2024,204.96,82,http://dummyimage.com/x.png/ff4444/ffffff,2
Bread - Frozen Basket Variety,Voonix,13/07/2023,25/03/2024,7.06,66,http://dummyimage.com/x.png/5fa2dd/ffffff,20
"Tea - Darjeeling, Azzura",Pixope,13/07/2023,28/06/2024,211.65,33,http://dummyimage.com/x.png/dddddd/000000,16
Noodles - Steamed Chow Mein,Aimbo,07/12/2022,21/03/2024,119.67,141,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Bread - Focaccia Quarter,Trilith,02/02/2023,31/12/2023,138.12,59,http://dummyimage.com/x.png/ff4444/ffffff,17
Beans - Wax,Blogspan,14/02/2023,31/05/2024,4.86,173,http://dummyimage.com/x.png/dddddd/000000,6
Greens Mustard,Wikibox,07/04/2023,08/11/2024,78.44,52,http://dummyimage.com/x.png/ff4444/ffffff,14
Beef - Rib Eye Aaa,Zoomdog,05/02/2023,17/06/2024,253.56,99,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Wheat - Soft Kernal Of Wheat,Trunyx,31/10/2022,15/10/2024,209.86,198,http://dummyimage.com/x.png/dddddd/000000,16
Table Cloth 54x54 Colour,Devpulse,04/03/2023,06/03/2024,284.96,165,http://dummyimage.com/x.png/ff4444/ffffff,6
Garbage Bag - Clear,Realmix,06/02/2023,10/12/2023,231.31,102,http://dummyimage.com/x.png/dddddd/000000,1
Oil - Avocado,Quamba,12/12/2022,03/09/2024,291.65,50,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Truffle Shells - White Chocolate,Edgeclub,21/05/2023,24/10/2024,168.58,196,http://dummyimage.com/x.png/5fa2dd/ffffff,7
Cheese - Wine,Livetube,17/06/2023,22/12/2023,192.55,191,http://dummyimage.com/x.png/dddddd/000000,1
Flower - Dish Garden,Kwilith,30/12/2022,19/05/2024,295.9,72,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Snails - Large Canned,Zoomdog,17/10/2022,26/02/2024,130.0,51,http://dummyimage.com/x.png/cc0000/ffffff,18
Muffin Mix - Banana Nut,Jabbercube,09/10/2022,21/01/2024,141.02,119,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Wine - Lou Black Shiraz,Brainsphere,02/10/2022,06/01/2025,43.3,28,http://dummyimage.com/x.png/dddddd/000000,15
Butter - Salted,Ooba,25/10/2022,06/07/2024,122.73,22,http://dummyimage.com/x.png/cc0000/ffffff,7
"Pepper - Julienne, Frozen",Oyoba,18/07/2023,29/05/2024,254.22,135,http://dummyimage.com/x.png/5fa2dd/ffffff,17
"Chicken - Leg, Fresh",Devpulse,03/11/2022,10/12/2023,219.77,121,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Russian Prince,Trupe,22/07/2023,23/01/2025,188.25,190,http://dummyimage.com/x.png/dddddd/000000,11
Tamarillo,Jabbercube,30/09/2022,19/01/2024,120.78,130,http://dummyimage.com/x.png/cc0000/ffffff,12
"Tabasco Sauce, 2 Oz",Oodoo,29/10/2022,17/12/2024,138.47,150,http://dummyimage.com/x.png/cc0000/ffffff,4
"Pasta - Gnocchi, Potato",Browsetype,19/09/2022,25/01/2025,141.17,188,http://dummyimage.com/x.png/cc0000/ffffff,4
Sauce - Cranberry,Vipe,09/09/2022,22/12/2024,97.87,43,http://dummyimage.com/x.png/ff4444/ffffff,14
"Pasta - Lasagne, Fresh",Dynava,17/01/2023,16/10/2024,266.53,183,http://dummyimage.com/x.png/cc0000/ffffff,10
"Water - Spring Water, 355 Ml",Skimia,11/02/2023,14/07/2024,166.82,176,http://dummyimage.com/x.png/dddddd/000000,6
Pepper - Sorrano,Rhybox,15/10/2022,25/11/2023,63.14,94,http://dummyimage.com/x.png/cc0000/ffffff,12
Chocolate Eclairs,Vinte,05/01/2023,20/07/2024,263.8,10,http://dummyimage.com/x.png/ff4444/ffffff,11
Longos - Lasagna Veg,Meevee,24/05/2023,17/01/2024,234.8,148,http://dummyimage.com/x.png/cc0000/ffffff,6
Versatainer Nc - 8288,Twiyo,05/09/2022,01/08/2024,258.99,46,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Trueblue - Blueberry Cranberry,Zoomdog,08/09/2022,22/04/2024,39.81,142,http://dummyimage.com/x.png/cc0000/ffffff,11
Wine - Sake,Fanoodle,05/01/2023,24/02/2024,67.56,23,http://dummyimage.com/x.png/cc0000/ffffff,14
Oven Mitts 17 Inch,Gabtune,23/01/2023,07/12/2023,139.91,136,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Flour - Fast / Rapid,Viva,12/11/2022,12/12/2023,102.13,55,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Kaffir Lime Leaves,Centidel,14/12/2022,23/01/2025,56.46,169,http://dummyimage.com/x.png/ff4444/ffffff,7
Bandage - Finger Cots,Gigazoom,18/02/2023,06/04/2024,86.76,33,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Pate Pans Yellow,Thoughtmix,20/03/2023,01/03/2024,210.72,192,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Tray - 16in Rnd Blk,Buzzster,25/03/2023,15/08/2024,140.44,176,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Cream - 35%,Agimba,26/01/2023,04/09/2024,99.67,171,http://dummyimage.com/x.png/5fa2dd/ffffff,14
"Shrimp - Baby, Cold Water",Eayo,07/01/2023,24/11/2023,296.06,133,http://dummyimage.com/x.png/dddddd/000000,18
Bread - Assorted Rolls,Bubblemix,21/10/2022,28/11/2024,78.84,39,http://dummyimage.com/x.png/5fa2dd/ffffff,11
Flower - Leather Leaf Fern,Lajo,18/12/2022,19/07/2024,115.09,160,http://dummyimage.com/x.png/dddddd/000000,11
Bread - White Mini Epi,Yakitri,01/05/2023,28/01/2024,269.13,154,http://dummyimage.com/x.png/dddddd/000000,2
"Roe - Lump Fish, Black",Wikibox,26/08/2022,02/09/2024,80.82,20,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Banana Turning,Topicblab,28/05/2023,06/04/2024,81.69,28,http://dummyimage.com/x.png/dddddd/000000,20
Ham - Procutinni,Avaveo,19/04/2023,11/05/2024,38.3,37,http://dummyimage.com/x.png/cc0000/ffffff,8
"Appetizer - Spring Roll, Veg",Gabspot,26/12/2022,28/10/2024,221.1,150,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Cheese - Bocconcini,Trunyx,26/05/2023,11/11/2023,1.2,129,http://dummyimage.com/x.png/cc0000/ffffff,8
"Wine - White, Gewurtzraminer",Realcube,02/02/2023,09/02/2024,175.15,147,http://dummyimage.com/x.png/cc0000/ffffff,3
Coffee - Cafe Moreno,Photobug,06/06/2023,22/10/2024,210.84,10,http://dummyimage.com/x.png/dddddd/000000,14
Wine - Conde De Valdemar,Avamba,13/07/2023,25/07/2024,290.08,44,http://dummyimage.com/x.png/dddddd/000000,1
Langers - Mango Nectar,Jayo,22/02/2023,04/03/2024,298.79,64,http://dummyimage.com/x.png/cc0000/ffffff,20
Pork - Sausage Casing,Jetwire,22/02/2023,26/02/2024,116.35,157,http://dummyimage.com/x.png/cc0000/ffffff,17
Coffee - Egg Nog Capuccino,Thoughtbridge,18/12/2022,05/12/2024,225.84,87,http://dummyimage.com/x.png/dddddd/000000,6
Arrowroot,Chatterpoint,10/01/2023,16/11/2024,50.35,93,http://dummyimage.com/x.png/ff4444/ffffff,11
"Basil - Primerba, Paste",Tagcat,06/03/2023,25/08/2024,94.07,101,http://dummyimage.com/x.png/cc0000/ffffff,4
"Cheese - Mozzarella, Shredded",Dabjam,22/02/2023,02/06/2024,288.7,135,http://dummyimage.com/x.png/dddddd/000000,19
"Veal - Inside Round / Top, Lean",Aivee,21/04/2023,21/01/2025,231.74,116,http://dummyimage.com/x.png/cc0000/ffffff,11
External Supplier,Trudeo,19/07/2023,05/02/2024,224.38,181,http://dummyimage.com/x.png/cc0000/ffffff,16
Mustard - Individual Pkg,Zava,06/08/2023,02/03/2024,48.73,19,http://dummyimage.com/x.png/ff4444/ffffff,16
"Mushroom - Shitake, Fresh",Jabbercube,20/03/2023,28/04/2024,280.73,106,http://dummyimage.com/x.png/ff4444/ffffff,15
Pepperoni Slices,Tagpad,28/12/2022,09/11/2023,276.74,7,http://dummyimage.com/x.png/cc0000/ffffff,12
"Beef - Ox Tail, Frozen",Eamia,14/04/2023,20/05/2024,109.76,200,http://dummyimage.com/x.png/5fa2dd/ffffff,6
"Potatoes - Yukon Gold, 80 Ct",Dynava,09/04/2023,24/11/2024,87.61,103,http://dummyimage.com/x.png/5fa2dd/ffffff,16
"Nut - Pine Nuts, Whole",Tazz,26/12/2022,07/12/2024,294.64,46,http://dummyimage.com/x.png/cc0000/ffffff,9
Soho Lychee Liqueur,Minyx,26/12/2022,14/05/2024,121.03,65,http://dummyimage.com/x.png/ff4444/ffffff,5
Burger Veggie,Tanoodle,22/05/2023,03/06/2024,17.76,40,http://dummyimage.com/x.png/5fa2dd/ffffff,8
Wine - Cabernet Sauvignon,Thoughtmix,03/12/2022,26/03/2024,43.93,174,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Cake Sheet Combo Party Pack,Lazz,08/05/2023,11/06/2024,248.28,118,http://dummyimage.com/x.png/ff4444/ffffff,10
Blueberries,Edgewire,22/04/2023,20/04/2024,19.46,66,http://dummyimage.com/x.png/cc0000/ffffff,1
Tea - Decaf Lipton,Jayo,04/01/2023,20/07/2024,110.61,31,http://dummyimage.com/x.png/5fa2dd/ffffff,16
Sauce - Soy Low Sodium - 3.87l,Podcat,22/08/2022,10/01/2024,71.92,121,http://dummyimage.com/x.png/dddddd/000000,12
"Pasta - Lasagna Noodle, Frozen",Zazio,02/09/2022,26/06/2024,235.61,158,http://dummyimage.com/x.png/dddddd/000000,20
Calaloo,Demizz,06/03/2023,21/08/2024,238.34,198,http://dummyimage.com/x.png/ff4444/ffffff,5
Table Cloth 54x72 Colour,Tagopia,28/04/2023,25/06/2024,26.89,113,http://dummyimage.com/x.png/dddddd/000000,13
Sesame Seed Black,Agimba,21/07/2023,04/07/2024,116.18,9,http://dummyimage.com/x.png/dddddd/000000,1
Truffle Cups - White Paper,Trudeo,06/06/2023,14/11/2023,19.93,4,http://dummyimage.com/x.png/ff4444/ffffff,6
Arizona - Plum Green Tea,Tagtune,17/09/2022,14/03/2024,295.53,187,http://dummyimage.com/x.png/ff4444/ffffff,10
Veal - Eye Of Round,Demimbu,03/02/2023,21/08/2024,134.31,190,http://dummyimage.com/x.png/cc0000/ffffff,11
Pastry - Baked Scones - Mini,Voomm,22/08/2022,08/01/2024,298.9,165,http://dummyimage.com/x.png/5fa2dd/ffffff,2
Wine - Pinot Grigio Collavini,Pixoboo,13/12/2022,26/01/2024,86.36,110,http://dummyimage.com/x.png/ff4444/ffffff,12
"Bread - Roll, Italian",Realbuzz,29/03/2023,02/08/2024,121.27,118,http://dummyimage.com/x.png/dddddd/000000,20
Beef - Inside Round,Aivee,17/04/2023,16/10/2024,102.09,104,http://dummyimage.com/x.png/ff4444/ffffff,5
Beer - Rickards Red,Aimbo,08/11/2022,18/12/2023,173.81,39,http://dummyimage.com/x.png/dddddd/000000,16
Extract Vanilla Pure,Voonyx,26/08/2022,03/07/2024,25.69,170,http://dummyimage.com/x.png/ff4444/ffffff,16
"Appetizer - Spring Roll, Veg",Realmix,20/04/2023,10/06/2024,215.66,130,http://dummyimage.com/x.png/ff4444/ffffff,9
Bag - Clear 7 Lb,Skyba,05/04/2023,05/04/2024,63.7,115,http://dummyimage.com/x.png/cc0000/ffffff,6
"Soup - Beef, Base Mix",Katz,17/05/2023,22/01/2025,63.69,24,http://dummyimage.com/x.png/ff4444/ffffff,2
Crab - Imitation Flakes,Avavee,11/06/2023,27/03/2024,107.35,148,http://dummyimage.com/x.png/ff4444/ffffff,15
Venison - Denver Leg Boneless,Cogibox,14/12/2022,17/08/2024,283.23,186,http://dummyimage.com/x.png/dddddd/000000,5
Muffin - Mix - Strawberry Rhubarb,Trilith,17/03/2023,25/01/2025,234.26,54,http://dummyimage.com/x.png/cc0000/ffffff,6
"Bread - Roll, Canadian Dinner",Talane,28/11/2022,26/01/2025,269.41,86,http://dummyimage.com/x.png/ff4444/ffffff,16
Wine - Dubouef Macon - Villages,Bluejam,08/12/2022,22/10/2024,85.27,75,http://dummyimage.com/x.png/dddddd/000000,17
Coriander - Seed,Trudoo,20/01/2023,20/11/2024,74.11,72,http://dummyimage.com/x.png/dddddd/000000,15
Danishes - Mini Cheese,Bubblebox,20/10/2022,14/05/2024,253.49,128,http://dummyimage.com/x.png/ff4444/ffffff,9
Flour - Masa De Harina Mexican,Jabbersphere,08/11/2022,24/11/2024,276.44,111,http://dummyimage.com/x.png/cc0000/ffffff,2
Chicken Breast Halal,Gigaclub,30/06/2023,23/01/2025,188.74,27,http://dummyimage.com/x.png/5fa2dd/ffffff,11
Cabbage - Nappa,Kwilith,05/08/2023,30/10/2024,163.07,14,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Cheese - Cambozola,Eadel,27/05/2023,14/02/2024,160.05,120,http://dummyimage.com/x.png/ff4444/ffffff,14
Truffle - Whole Black Peeled,Kimia,03/06/2023,30/12/2023,95.91,9,http://dummyimage.com/x.png/ff4444/ffffff,20
Chocolate - Liqueur Cups With Foil,Voomm,02/12/2022,22/04/2024,32.71,95,http://dummyimage.com/x.png/ff4444/ffffff,18
Bread - Assorted Rolls,Zoomcast,11/10/2022,03/05/2024,274.32,150,http://dummyimage.com/x.png/cc0000/ffffff,16
Beer - True North Strong Ale,Riffpedia,07/09/2022,21/04/2024,177.35,94,http://dummyimage.com/x.png/ff4444/ffffff,17
Smoked Tongue,Oyondu,03/10/2022,30/05/2024,118.56,79,http://dummyimage.com/x.png/cc0000/ffffff,14
Compound - Passion Fruit,Wikivu,17/07/2023,27/12/2024,60.91,19,http://dummyimage.com/x.png/dddddd/000000,19
Beer - Pilsner Urquell,Edgeify,02/11/2022,17/12/2023,85.31,184,http://dummyimage.com/x.png/ff4444/ffffff,20
Wine - Remy Pannier Rose,Gigaclub,08/02/2023,24/08/2024,64.48,127,http://dummyimage.com/x.png/dddddd/000000,12
Bouillion - Fish,Feednation,03/10/2022,26/04/2024,5.97,177,http://dummyimage.com/x.png/dddddd/000000,9
Tart - Pecan Butter Squares,Demimbu,29/05/2023,02/11/2024,34.5,163,http://dummyimage.com/x.png/cc0000/ffffff,8
Ecolab - Power Fusion,Browsezoom,04/05/2023,23/11/2024,226.08,47,http://dummyimage.com/x.png/5fa2dd/ffffff,13
Ice Cream - Turtles Stick Bar,Quinu,20/01/2023,13/11/2023,261.63,176,http://dummyimage.com/x.png/dddddd/000000,7
"Coconut - Shredded, Unsweet",Jaloo,02/03/2023,30/11/2023,240.86,34,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Bread Crumbs - Panko,Viva,06/02/2023,11/10/2024,232.93,166,http://dummyimage.com/x.png/ff4444/ffffff,13
Muffin Mix - Oatmeal,Pixope,25/03/2023,04/01/2024,86.62,162,http://dummyimage.com/x.png/5fa2dd/ffffff,15
"Pasta - Shells, Medium, Dry",Oloo,22/12/2022,12/09/2024,227.11,140,http://dummyimage.com/x.png/dddddd/000000,13
Pork Loin Cutlets,DabZ,21/04/2023,17/11/2024,284.68,59,http://dummyimage.com/x.png/cc0000/ffffff,1
Juice - Happy Planet,Realcube,16/09/2022,05/12/2024,75.68,3,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Peach - Halves,Topicstorm,15/03/2023,09/12/2024,144.99,169,http://dummyimage.com/x.png/ff4444/ffffff,9
Butter - Unsalted,Trudeo,10/06/2023,31/10/2024,274.41,89,http://dummyimage.com/x.png/cc0000/ffffff,20
Pop Shoppe Cream Soda,Quire,16/03/2023,16/01/2024,10.78,7,http://dummyimage.com/x.png/cc0000/ffffff,1
Beef - Texas Style Burger,InnoZ,17/10/2022,22/02/2024,251.63,80,http://dummyimage.com/x.png/cc0000/ffffff,14
Meldea Green Tea Liquor,Mynte,06/10/2022,28/12/2023,104.05,107,http://dummyimage.com/x.png/dddddd/000000,2
"Wine - White, Ej",Kayveo,18/12/2022,04/01/2024,217.9,175,http://dummyimage.com/x.png/ff4444/ffffff,4
"Clams - Littleneck, Whole",Skyba,12/08/2022,18/12/2024,30.69,65,http://dummyimage.com/x.png/dddddd/000000,4
Wine - Clavet Saint Emilion,Voonix,02/11/2022,04/12/2023,173.24,120,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Bread Cranberry Foccacia,Rhycero,04/12/2022,20/11/2024,242.73,45,http://dummyimage.com/x.png/5fa2dd/ffffff,2
"Wine - White, Schroder And Schyl",Wikibox,06/08/2023,30/06/2024,223.32,139,http://dummyimage.com/x.png/ff4444/ffffff,9
Barramundi,Talane,09/12/2022,03/01/2025,28.93,122,http://dummyimage.com/x.png/cc0000/ffffff,4
Soup - Verve - Chipotle Chicken,Skynoodle,31/08/2022,15/12/2024,77.28,75,http://dummyimage.com/x.png/cc0000/ffffff,16
Trout - Smoked,Feedmix,06/12/2022,13/11/2024,283.98,87,http://dummyimage.com/x.png/ff4444/ffffff,18
Salami - Genova,Kimia,19/04/2023,06/11/2023,95.61,128,http://dummyimage.com/x.png/ff4444/ffffff,7
Mikes Hard Lemonade,Mymm,26/03/2023,16/09/2024,152.55,134,http://dummyimage.com/x.png/ff4444/ffffff,8
Syrup - Monin - Granny Smith,Midel,21/10/2022,31/07/2024,178.62,189,http://dummyimage.com/x.png/cc0000/ffffff,17
Sausage - Meat,Dynava,04/08/2023,06/04/2024,87.04,168,http://dummyimage.com/x.png/cc0000/ffffff,20
Cookies - Assorted,Flashpoint,08/05/2023,24/09/2024,29.19,157,http://dummyimage.com/x.png/cc0000/ffffff,10
Yoplait - Strawbrasp Peac,Yamia,26/03/2023,28/02/2024,83.63,108,http://dummyimage.com/x.png/cc0000/ffffff,20
Wine - Vouvray Cuvee Domaine,Gigazoom,14/11/2022,02/05/2024,168.5,147,http://dummyimage.com/x.png/ff4444/ffffff,19
Oil - Cooking Spray,Feednation,26/10/2022,16/08/2024,266.23,103,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Cinnamon Buns Sticky,Zoonoodle,05/05/2023,16/11/2024,122.82,90,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Flower - Leather Leaf Fern,Kare,09/07/2023,03/03/2024,288.88,90,http://dummyimage.com/x.png/cc0000/ffffff,7
Pastry - Chocolate Chip Muffin,Jaxbean,19/05/2023,02/07/2024,251.71,1,http://dummyimage.com/x.png/ff4444/ffffff,9
"Lamb - Leg, Boneless",Skyba,25/09/2022,09/09/2024,241.32,92,http://dummyimage.com/x.png/ff4444/ffffff,12
French Kiss Vanilla,Browseblab,30/12/2022,18/12/2023,156.5,21,http://dummyimage.com/x.png/ff4444/ffffff,17
"Oil - Truffle, Black",Flashdog,07/01/2023,01/06/2024,89.57,100,http://dummyimage.com/x.png/5fa2dd/ffffff,18
"Crab - Claws, 26 - 30",Meejo,25/04/2023,19/01/2024,164.81,98,http://dummyimage.com/x.png/dddddd/000000,2
Veal - Striploin,Roomm,19/06/2023,03/07/2024,286.75,167,http://dummyimage.com/x.png/dddddd/000000,4
Longos - Lasagna Veg,Podcat,05/08/2023,21/11/2023,47.13,126,http://dummyimage.com/x.png/ff4444/ffffff,19
Wonton Wrappers,Yamia,19/10/2022,21/02/2024,128.5,98,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Rice - Long Grain,Blognation,31/03/2023,02/03/2024,277.97,52,http://dummyimage.com/x.png/cc0000/ffffff,13
Pepper - Jalapeno,Bluezoom,16/03/2023,21/05/2024,123.08,66,http://dummyimage.com/x.png/5fa2dd/ffffff,18
"Iced Tea - Lemon, 460 Ml",Feedbug,28/02/2023,10/09/2024,18.47,106,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Plaintain,Topicware,02/08/2023,20/02/2024,257.93,119,http://dummyimage.com/x.png/ff4444/ffffff,15
Beer - Muskoka Cream Ale,Muxo,14/07/2023,30/11/2023,17.13,189,http://dummyimage.com/x.png/cc0000/ffffff,15
"Lamb - Leg, Bone In",Realpoint,14/12/2022,13/09/2024,281.28,25,http://dummyimage.com/x.png/cc0000/ffffff,16
Table Cloth 72x144 White,Skibox,29/03/2023,16/06/2024,116.44,101,http://dummyimage.com/x.png/5fa2dd/ffffff,2
Wine - Penfolds Koonuga Hill,Fivespan,16/02/2023,24/03/2024,135.84,63,http://dummyimage.com/x.png/dddddd/000000,9
Sobe - Orange Carrot,Feedbug,26/11/2022,11/11/2023,130.98,72,http://dummyimage.com/x.png/ff4444/ffffff,2
"Appetizer - Mini Egg Roll, Shrimp",Eamia,29/11/2022,10/04/2024,127.46,185,http://dummyimage.com/x.png/ff4444/ffffff,17
Blueberries - Frozen,Edgetag,20/05/2023,28/06/2024,239.17,198,http://dummyimage.com/x.png/cc0000/ffffff,14
Chickensplit Half,Browsecat,22/07/2023,02/06/2024,176.03,167,http://dummyimage.com/x.png/ff4444/ffffff,8
Guinea Fowl,Skaboo,03/01/2023,29/11/2024,249.27,182,http://dummyimage.com/x.png/cc0000/ffffff,17
Pastry - Mini French Pastries,Twitterlist,10/10/2022,22/05/2024,184.84,199,http://dummyimage.com/x.png/dddddd/000000,8
Bread - Mini Hamburger Bun,Centidel,10/03/2023,12/07/2024,41.37,66,http://dummyimage.com/x.png/5fa2dd/ffffff,18
Duck - Fat,Realblab,21/10/2022,18/11/2023,131.4,84,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Tomatoes,Ozu,28/07/2023,13/02/2024,34.08,61,http://dummyimage.com/x.png/cc0000/ffffff,16
"Soup - Campbells, Spinach Crm",Vitz,28/04/2023,18/03/2024,279.04,26,http://dummyimage.com/x.png/5fa2dd/ffffff,10
"Stock - Veal, White",Wikibox,26/11/2022,27/04/2024,116.79,14,http://dummyimage.com/x.png/cc0000/ffffff,3
Scallops - In Shell,Kayveo,06/01/2023,07/08/2024,123.41,196,http://dummyimage.com/x.png/ff4444/ffffff,18
Gatorade - Fruit Punch,Livepath,29/07/2023,18/06/2024,36.18,182,http://dummyimage.com/x.png/ff4444/ffffff,11
Mcgillicuddy Vanilla Schnap,Flashspan,22/05/2023,04/01/2025,108.2,188,http://dummyimage.com/x.png/5fa2dd/ffffff,15
"Coconut - Shredded, Unsweet",Skyba,05/10/2022,06/11/2024,273.68,42,http://dummyimage.com/x.png/dddddd/000000,19
Otomegusa Dashi Konbu,Yacero,10/01/2023,03/02/2024,237.19,7,http://dummyimage.com/x.png/dddddd/000000,12
"Crab - Dungeness, Whole",Pixope,26/08/2022,25/04/2024,127.6,125,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Wine - Cotes Du Rhone Parallele,Zoozzy,08/09/2022,04/09/2024,154.49,69,http://dummyimage.com/x.png/5fa2dd/ffffff,11
"Juice - Orange, Concentrate",Youspan,06/05/2023,10/12/2024,117.81,135,http://dummyimage.com/x.png/dddddd/000000,1
"Doilies - 10, Paper",Rooxo,09/02/2023,04/10/2024,1.17,85,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Mushrooms - Honey,Dabshots,09/11/2022,29/03/2024,10.04,61,http://dummyimage.com/x.png/5fa2dd/ffffff,13
"Wine - White, Antinore Orvieto",Gabtune,27/11/2022,23/09/2024,239.4,197,http://dummyimage.com/x.png/5fa2dd/ffffff,11
Water - San Pellegrino,Dabfeed,30/05/2023,15/12/2023,293.69,146,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Aspic - Light,Dazzlesphere,11/02/2023,10/09/2024,68.33,30,http://dummyimage.com/x.png/ff4444/ffffff,15
Foil - Round Foil,Kwimbee,29/06/2023,14/11/2023,41.75,36,http://dummyimage.com/x.png/dddddd/000000,11
Crush - Cream Soda,Pixonyx,05/12/2022,15/11/2024,249.71,63,http://dummyimage.com/x.png/ff4444/ffffff,12
"Pasta - Detalini, White, Fresh",Devpulse,29/06/2023,01/01/2024,230.86,175,http://dummyimage.com/x.png/ff4444/ffffff,10
"Soup - Knorr, Veg / Beef",Viva,10/11/2022,25/08/2024,179.3,183,http://dummyimage.com/x.png/ff4444/ffffff,10
Straws - Cocktale,Skippad,18/12/2022,18/12/2023,299.31,41,http://dummyimage.com/x.png/ff4444/ffffff,3
Food Colouring - Blue,Viva,12/03/2023,08/01/2025,115.78,45,http://dummyimage.com/x.png/ff4444/ffffff,14
"Cup - 3.5oz, Foam",Dazzlesphere,27/03/2023,17/11/2023,20.94,19,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Wine - Niagara Peninsula Vqa,Skimia,23/09/2022,26/01/2025,20.02,77,http://dummyimage.com/x.png/ff4444/ffffff,11
Ham - Cooked,Realcube,09/06/2023,10/01/2024,185.48,194,http://dummyimage.com/x.png/cc0000/ffffff,3
Flour - Strong,Wordify,17/10/2022,01/05/2024,158.77,46,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Cocoa Feuilletine,Thoughtworks,10/08/2022,18/10/2024,261.17,72,http://dummyimage.com/x.png/cc0000/ffffff,1
Beer - Camerons Auburn,Dabtype,30/06/2023,18/08/2024,285.2,2,http://dummyimage.com/x.png/cc0000/ffffff,2
"Wine - Red, Gamay Noir",Mydeo,27/06/2023,23/01/2025,171.66,88,http://dummyimage.com/x.png/ff4444/ffffff,1
Tomatoes Tear Drop Yellow,Zava,05/02/2023,02/10/2024,82.67,95,http://dummyimage.com/x.png/5fa2dd/ffffff,13
Eggplant Oriental,Quinu,13/03/2023,07/04/2024,220.86,196,http://dummyimage.com/x.png/cc0000/ffffff,3
Beets - Mini Golden,Livetube,24/05/2023,02/09/2024,27.52,5,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Compound - Orange,Abata,08/01/2023,30/09/2024,79.99,45,http://dummyimage.com/x.png/dddddd/000000,18
Muffin - Carrot Individual Wrap,Quatz,31/01/2023,24/07/2024,10.18,151,http://dummyimage.com/x.png/dddddd/000000,15
